Category,Composite_Benchmark,LivingArea,Townhouse_Benchmark,Apartment_Benchmark,One_Storey_HPI,Single_Family_HPI,SaleDD,Address,SaleYYYY,AskingPrice,PriceSold,SaleYYYYMMDD,NumberBedrooms,NumberBathrooms,SaleMM,Two_Storey_HPI,One_Storey_Benchmark,LotSize,Apartment_HPI,DaysOnMarket,Single_Family_Benchmark,Two_Storey_Benchmark,Composite_HPI,Townhouse_HPI,Borough,Lat,Lng
Condominium,248700,700,252000,207100,132.8,130.2,16,2855 Rue Centre Montreal,2009,220000,215000,20090616,,1,6,127.2,219700,,126.8,90,260600,312100,129.4,141.1,South-West Montreal,45.476545,-73.572855
Condominium,247900,789,246500,206300,132.8,129.8,6,1910 Rue St-Jacques Condo 104 Montreal,2009,164900,,20090506,1,1,5,126.3,219700,,126.3,58,259800,309900,129,138,South-West Montreal,45.501689,-73.567256
Condominium,,560,,,,,12,524-526 Beaudoin Montreal,2004,75000,80000,20040412,2,1,4,,,,,150,,,,,South-West Montreal,45.474995,-73.587442
Condominium,,560,,,,,12,525-527 Lacasse Montreal,2004,75000,34000,20040412,2,1,4,,,,,150,,,,,South-West Montreal,45.474732,-73.587556
Condominium,248700,700,252000,207100,132.8,130.2,16,1788 Rue du Canal App. 407 Montreal,2009,,,20090616,1,1,6,127.2,219700,,126.8,79,260600,312100,129.4,141.1,South-West Montreal,45.48559,-73.564786
Condominium,247400,1042,246300,205200,132.8,129.7,15,222 Rue Dominion App. 140 Montreal,2009,325000,,20090415,2,1,4,126,219700,,125.6,21,259600,309200,128.7,137.9,South-West Montreal,45.483547,-73.572372
Condominium,248700,1000,252000,207100,132.8,130.2,11,1960 Rue Augustin-Cantin Montreal,2009,279000,272000,20090611,2,1,6,127.2,219700,,126.8,69,260600,312100,129.4,141.1,South-West Montreal,45.483336,-73.564609
Condominium,248700,1137,252000,207100,132.8,130.2,25,50 Ste-Marguerite Street Condo 202 Montreal,2009,329000,310000,20090625,2,1,6,127.2,219700,,126.8,86,260600,312100,129.4,141.1,South-West Montreal,45.501689,-73.567256
Condominium,247400,1250,246300,205200,132.8,129.7,30,6765 Boulevard De La V•À_renderie App. 3 Montreal,2009,274900,265000,20090430,2,1,4,126,219700,,125.6,2,259600,309200,128.7,137.9,South-West Montreal,45.501689,-73.567256
Condominium,248700,1027,252000,207100,132.8,130.2,6,2040 Rue Saint-Jacques Appt. 8 Montreal,2009,,,20090606,2,1,6,127.2,219700,,126.8,38,260600,312100,129.4,141.1,South-West Montreal,45.487455,-73.573428
Condominium,256600,900,256100,213200,137,134.5,18,101 Rue de L•À_vis App. 1 Montreal,2009,319500,,20091218,1,1,12,131.6,226600,,130.5,210,269200,322900,133.5,143.4,South-West Montreal,45.501689,-73.567256
Condominium,247900,545,246500,206300,132.8,129.8,21,745 Bourget Street Montreal,2009,179000,170000,20090521,1,1,5,126.3,219700,,126.3,8,259800,309900,129,138,South-West Montreal,45.481386,-73.584793
Condominium,247900,,246500,206300,132.8,129.8,27,2840 Rue St-Charles App. 103 Montreal,2009,272500,267500,20090527,2,,5,126.3,219700,,126.3,12,259800,309900,129,138,South-West Montreal,45.47728,-73.572765
Condominium,270200,433,279000,225200,144.1,141.5,13,5600 Briand Montreal,2010,134900,131660,20100513,,1,5,138.5,238400,,137.9,330,283200,339900,140.6,156.2,South-West Montreal,45.462845,-73.596973
Condominium,254100,585,250400,210700,136.6,133.4,31,1964 rue Augustin-Cantin Apt. 202 Montreal,2009,164900,174000,20091031,1,1,10,129.6,226000,,129,120,267000,318000,132.2,140.2,South-West Montreal,45.483311,-73.56465
Condominium,248700,800,252000,207100,132.8,130.2,29,4250 Rue Saint-Ambroise Condo 214 Montreal,2009,249000,243000,20090629,1,1,6,127.2,219700,,126.8,16,260600,312100,129.4,141.1,South-West Montreal,45.501689,-73.567256
Condominium,254100,1080,250400,210700,136.6,133.4,10,2348 Rue St-Jacques Montreal,2009,268000,260000,20091010,2,1,10,129.6,226000,,129,12,267000,318000,132.2,140.2,South-West Montreal,45.485668,-73.576447
Condominium,250100,800,252600,208400,133.6,130.9,14,4150 Rue St-Ambroise App. 114 Montreal,2009,259000,244350,20090714,1,1,7,127.7,221000,,127.6,5,262000,313400,130.1,141.4,South-West Montreal,45.474283,-73.581028
Condominium,262900,505,270400,219000,140.3,137.7,1,1974 rue Augustin-Cantin Montreal,2010,143000,140000,20100201,1,1,2,134.6,232100,,134.1,180,275600,330300,136.8,151.4,South-West Montreal,45.483248,-73.564754
Condominium,252600,671,249000,209400,135.5,132.5,23,765 Bourget Street Condo 202 Montreal,2009,234995,233000,20090923,1,1,9,129.1,224200,,128.2,60,265200,316800,131.4,139.4,South-West Montreal,45.501689,-73.567256
Condominium,254100,456,250400,210700,136.6,133.4,11,5206 Rue Notre-Dame Ouest Montreal,2009,105000,100000,20091011,1,1,10,129.6,226000,,129,66,267000,318000,132.2,140.2,South-West Montreal,45.469375,-73.593179
Condominium,252600,1025,249000,209400,135.5,132.5,10,2100 Rue Saint-Jacques App. 7 Montreal,2009,,,20090910,2,1,9,129.1,224200,,128.2,22,265200,316800,131.4,139.4,South-West Montreal,45.487223,-73.573615
Condominium,194700,,187200,164800,101.6,101.3,25,2345 Grand Trunk # 8 Montreal,2005,165000,189000,20050225,2,1,2,100.9,168100,,100.9,150,202800,247600,101.3,104.8,South-West Montreal,45.479072,-73.565112
Condominium,254100,875,250400,210700,136.6,133.4,30,624 Boulevard Georges-Vanier Montreal,2009,244500,225000,20091030,2,1,10,129.6,226000,,129,28,267000,318000,132.2,140.2,South-West Montreal,45.486113,-73.573425
Condominium,256600,675,256100,213200,137,134.5,5,4150 Rue St-Ambroise Condo 409 Montreal,2009,219000,207000,20091205,1,1,12,131.6,226600,,130.5,64,269200,322900,133.5,143.4,South-West Montreal,45.501689,-73.567256
Condominium,284700,905,290800,242100,148.7,147.8,2,"216-4300, St-Ambroise Montreal",2012,,,20120202,2,1,2,146.7,246000,,148.2,150,295900,360000,148.1,162.8,South-West Montreal,45.473731,-73.582071
Condominium,255600,1621,249000,212200,137,134.1,19,2800-B Rue Saint-Patrick App. 304 Montreal,2009,,,20091119,3,1,11,130.7,226600,,129.9,34,268400,320700,133,139.4,South-West Montreal,45.478483,-73.573387
Condominium,258900,765,264400,214800,138.2,135.7,3,"2855, rue Centre, app. 211 Montreal",2010,249900,240000,20100103,1,1,1,132.9,228600,,131.5,52,271600,326100,134.7,148,South-West Montreal,45.476545,-73.572855
Condominium,262900,1260,270400,219000,140.3,137.7,20,"2800, rue B St-Patrick, app. 204 Montreal",2010,335000,,20100220,3,1,2,134.6,232100,,134.1,36,275600,330300,136.8,151.4,South-West Montreal,45.478483,-73.573387
Condominium,266400,828,271700,222100,142.1,139.4,28,"2499, rue Duvernay, app. 102 Montreal",2010,254000,242000,20100328,2,1,3,136.3,235100,,136,79,279000,334500,138.6,152.1,South-West Montreal,45.482373,-73.574592
Condominium,268500,900,279400,223900,143.1,140.4,10,"735, avenue Greene Montreal",2010,289900,281000,20100410,2,1,4,137.3,236700,,137.1,90,281000,336900,139.7,156.4,South-West Montreal,45.483148,-73.582046
Condominium,268500,1100,279400,223900,143.1,140.4,1,"715, avenue Atwater Montreal",2010,249000,,20100401,2,1,4,137.3,236700,,137.1,27,281000,336900,139.7,156.4,South-West Montreal,45.484565,-73.579929
Condominium,266400,895,271700,222100,142.1,139.4,2,"5730, rue Laurendeau, app. 4 Montreal",2010,199900,199900,20100302,2,1,3,136.3,235100,,136,41,279000,334500,138.6,152.1,South-West Montreal,45.460718,-73.587997
Condominium,262900,975,270400,219000,140.3,137.7,21,"6063, rue Hamilton Montreal",2010,239000,234000,20100221,2,1,2,134.6,232100,,134.1,23,275600,330300,136.8,151.4,South-West Montreal,45.457583,-73.59788
Condominium,262900,817,270400,219000,140.3,137.7,13,"765, rue Bourget, app. 501 Montreal",2010,,,20100213,1,1,2,134.6,232100,,134.1,17,275600,330300,136.8,151.4,South-West Montreal,45.48174,-73.585101
Condominium,268500,943,279400,223900,143.1,140.4,17,"1788, rue du canal, unit•À_ 106 Montreal",2010,319000,,20100417,1,1,4,137.3,236700,,137.1,33,281000,336900,139.7,156.4,South-West Montreal,0,0
Condominium,266400,1000,271700,222100,142.1,139.4,10,"1860, rue Mullins, app. 3 Montreal",2010,239999,235000,20100310,2,1,3,136.3,235100,,136,24,279000,334500,138.6,152.1,South-West Montreal,45.480972,-73.561207
Condominium,266400,1016,271700,222100,142.1,139.4,8,"2080, rue St-Jacques, app. 5 Montreal",2010,234000,229000,20100308,2,1,3,136.3,235100,,136,6,279000,334500,138.6,152.1,South-West Montreal,45.487817,-73.573321
Condominium,266400,835,271700,222100,142.1,139.4,17,"2505, rue Duvernay, condo 202 Montreal",2010,264000,,20100317,2,1,3,136.3,235100,,136,14,279000,334500,138.6,152.1,South-West Montreal,45.501689,-73.567256
Condominium,270200,503,279000,225200,144.1,141.5,4,"8-6855, rue Lacroix Montreal",2010,133000,130000,20100504,1,1,5,138.5,238400,,137.9,60,283200,339900,140.6,156.2,South-West Montreal,45.448881,-73.602001
Condominium,273700,1065,270600,228300,146.1,143.4,20,1828 Ave. Woodland Montreal,2010,215900,205000,20101020,2,1,10,140.2,241700,,139.8,67,287000,344000,142.4,151.5,South-West Montreal,45.453403,-73.589887
Condominium,268500,775,279400,223900,143.1,140.4,7,"2240, rue notre-dame ouest, app. 301 Montreal",2010,,,20100407,1,1,4,137.3,236700,,137.1,19,281000,336900,139.7,156.4,South-West Montreal,45.484623,-73.572171
Condominium,268500,710,279400,223900,143.1,140.4,1,"209-4300, rue St-Ambroise Montreal",2010,224000,220000,20100401,1,1,4,137.3,236700,,137.1,13,281000,336900,139.7,156.4,South-West Montreal,45.473731,-73.582071
Condominium,268500,1040,279400,223900,143.1,140.4,2,"228, rue Charlevoix Montreal",2010,265000,260000,20100402,2,1,4,137.3,236700,,137.1,16,281000,336900,139.7,156.4,South-West Montreal,45.481792,-73.574624
Condominium,270200,870,279000,225200,144.1,141.5,2,"1984, rue Augustin-Cantin, app. 401 Montreal",2010,289000,280000,20100502,1,1,5,138.5,238400,,137.9,41,283200,339900,140.6,156.2,South-West Montreal,45.483185,-73.564858
Condominium,273100,800,271100,227500,145.6,143.1,1,"314-4150, Ste-Ambroise Montreal",2010,249000,239000,20100901,1,1,9,140.1,240900,,139.3,45,286400,343800,142.1,151.8,South-West Montreal,45.474283,-73.581028
Condominium,268500,1025,279400,223900,143.1,140.4,27,"2650, rue St-Jacques Montreal",2010,285000,275000,20100427,2,1,4,137.3,236700,,137.1,20,281000,336900,139.7,156.4,South-West Montreal,45.484039,-73.579135
Condominium,270200,1125,279000,225200,144.1,141.5,2,"2667, Rufus Rockhead 7 Montreal",2010,449900,419000,20100502,2,1,5,138.5,238400,,137.9,16,283200,339900,140.6,156.2,South-West Montreal,45.480663,-73.57437
Condominium,284100,850,269500,239600,149.8,148.2,2,"634, rue Saint-Philippe, app. 4 Montreal",2011,,,20110602,2,1,6,146.3,247800,,146.7,390,296700,359000,147.8,150.9,South-West Montreal,45.476576,-73.587496
Condominium,270200,1030,279000,225200,144.1,141.5,16,"4150, rue St-Ambroise Montreal",2010,372000,360000,20100516,2,,5,138.5,238400,,137.9,22,283200,339900,140.6,156.2,South-West Montreal,45.474283,-73.581028
Condominium,271400,563,281200,226500,144.6,142,22,633A ave. Atwater Montreal,2010,209000,160000,20100622,1,1,6,138.9,239200,,138.7,54,284200,340800,141.2,157.4,South-West Montreal,45.483117,-73.579031
Condominium,271400,1150,281200,226500,144.6,142,22,"2420, rue Knox Montreal",2010,299999,300000,20100622,2,1,6,138.9,239200,,138.7,39,284200,340800,141.2,157.4,South-West Montreal,45.477376,-73.563951
Condominium,270200,1000,279000,225200,144.1,141.5,20,"1840, rue Mullins, condo 3 Montreal",2010,248000,243000,20100520,2,1,5,138.5,238400,,137.9,14,283200,339900,140.6,156.2,South-West Montreal,45.501689,-73.567256
Condominium,272600,1050,273300,227900,145.1,142.6,30,"754, avenue Atwater Montreal",2010,289000,271000,20100830,2,1,8,139.6,240000,1593,139.5,78,285400,342600,141.8,153,South-West Montreal,45.484617,-73.580167
Condominium,271400,985,281200,226500,144.6,142,10,"267, rue Charlevoix, app. 201 Montreal",2010,289000,,20100610,2,1,6,138.9,239200,,138.7,21,284200,340800,141.2,157.4,South-West Montreal,45.482067,-73.574921
Condominium,271400,940,281200,226500,144.6,142,7,"2511, rue Duvernay, app. 202 Montreal",2010,289000,284000,20100607,2,1,6,138.9,239200,,138.7,14,284200,340800,141.2,157.4,South-West Montreal,45.48228,-73.574873
Condominium,271400,,281200,226500,144.6,142,16,"1661, rue Notre Dame O., app. 302 Montreal",2010,279000,273000,20100616,2,1,6,138.9,239200,,138.7,14,284200,340800,141.2,157.4,South-West Montreal,45.489617,-73.567858
Condominium,273100,647,271100,227500,145.6,143.1,16,"2460, Ste-Cunegonde, app. 214 Montreal",2010,269000,250000,20100916,1,1,9,140.1,240900,,139.3,90,286400,343800,142.1,151.8,South-West Montreal,45.481732,-73.57354
Condominium,272200,960,274900,227400,145.2,142.4,2,"1850, rue Mullins, app. 2 Montreal",2010,204000,185000,20100702,2,1,7,139.2,240200,,139.2,14,285000,341600,141.6,153.9,South-West Montreal,45.481085,-73.561114
Condominium,273700,1030,270600,228300,146.1,143.4,14,"2069, rue Galt Montreal",2010,258000,243000,20101014,2,1,10,140.2,241700,,139.8,90,287000,344000,142.4,151.5,South-West Montreal,45.462985,-73.591582
Condominium,274700,800,275300,229800,145.9,143.6,15,"117-4250, rue St-Ambroise Montreal",2010,239000,230500,20101115,1,1,11,141,241400,,140.7,120,287400,346000,142.9,154.1,South-West Montreal,45.473629,-73.5818
Condominium,275200,915,283800,230800,145.8,143.8,20,"5250, rue St-Ambroise, app. 4 Montreal",2010,220000,215000,20101220,2,1,12,141.4,241200,,141.3,150,287800,347000,143.2,158.9,South-West Montreal,45.46755,-73.593374
Condominium,274700,1164,275300,229800,145.9,143.6,13,2165 De Villiers Montreal,2010,259000,239000,20101113,2,1,11,141,241400,,140.7,90,287400,346000,142.9,154.1,South-West Montreal,45.461598,-73.593628
Condominium,277200,2600,285600,232600,146,144.7,22,5650 Laurendeau Montreal,2011,449000,437000,20110122,2,2,1,143.1,241500,,142.4,150,289600,351100,144.2,159.9,South-West Montreal,45.461892,-73.587979
Condominium,273100,1000,271100,227500,145.6,143.1,1,5652 Laurendeau Montreal,2010,249000,249000,20100901,3,1,9,140.1,240900,,139.3,18,286400,343800,142.1,151.8,South-West Montreal,45.461781,-73.587948
Condominium,273700,725,270600,228300,146.1,143.4,20,"1960, Rue Wellington,Apt.6,Montreal,QC Montreal",2010,130000,130000,20101020,2,1,10,140.2,241700,13606,139.8,65,287000,344000,142.4,151.5,South-West Montreal,45.479698,-73.558557
Condominium,274700,824,275300,229800,145.9,143.6,17,1155 d'argenson Montreal,2010,199000,2010,20101117,2,1,11,141,241400,,140.7,90,287400,346000,142.9,154.1,South-West Montreal,45.476907,-73.571124
Condominium,273100,935,271100,227500,145.6,143.1,9,2511 rue Duvernay Montreal,2010,299900,298000,20100909,2,1,9,140.1,240900,,139.3,22,286400,343800,142.1,151.8,South-West Montreal,45.48228,-73.574873
Condominium,282900,1020,281500,237500,149,147.8,8,2434-B Rue de Chateauguay  Unit•À_ 3 Montreal,2011,309000,297000,20110308,2,1,3,146.3,246500,,145.4,180,295900,359000,147.2,157.6,South-West Montreal,45.501689,-73.567256
Condominium,273100,680,271100,227500,145.6,143.1,26,"4150, rue Saint-Ambroise, condo 408 Montreal",2010,229000,224000,20100926,,1,9,140.1,240900,,139.3,34,286400,343800,142.1,151.8,South-West Montreal,45.501689,-73.567256
Condominium,284100,1232,278800,238500,149.8,148.4,13,"2835 rue St-Charles, app. 302 Montreal",2011,422000,400000,20110413,2,2,4,146.8,247800,,146,210,297100,360200,147.8,156.1,South-West Montreal,45.477503,-73.572856
Condominium,284900,845,286700,242700,148.9,147.8,20,5200 Saint-Ambroise Montreal,2011,242000,238000,20111120,2,1,11,146.6,246300,,148.6,420,295900,359700,148.2,160.5,South-West Montreal,45.46791,-73.592509
Condominium,274700,987,275300,229800,145.9,143.6,30,"104-1971, Centre Montreal",2010,225000,212000,20101130,2,1,11,141,241400,,140.7,83,287400,346000,142.9,154.1,South-West Montreal,45.482153,-73.563581
Condominium,274700,1872,275300,229800,145.9,143.6,9,2481 Ryde Montreal,2010,529000,502500,20101109,3,1,11,141,241400,2054,140.7,27,287400,346000,142.9,154.1,South-West Montreal,45.476246,-73.564357
Condominium,281000,700,284700,239800,146.9,145.8,14,"303-1175, rue d'Argenson Montreal",2011,275000,269000,20111214,2,1,12,144.4,243000,,146.8,13,291900,354300,146.2,159.4,South-West Montreal,45.477068,-73.571307
Condominium,273700,919,270600,228300,146.1,143.4,31,2075 Avenue de l'Eglise #205 Montreal,2010,209000,180000,20101031,2,1,10,140.2,241700,,139.8,3,287000,344000,142.4,151.5,South-West Montreal,45.463953,-73.592028
Condominium,274700,1120,275300,229800,145.9,143.6,6,2360 rue Workman Montreal,2010,289000,285000,20101106,2,1,11,141,241400,,140.7,4,287400,346000,142.9,154.1,South-West Montreal,45.484218,-73.574214
Condominium,275200,1040,283800,230800,145.8,143.8,3,"54, rue Sainte-Marguerite, apt. 202 Montreal",2010,379000,375000,20101203,2,1,12,141.4,241200,,141.3,15,287800,347000,143.2,158.9,South-West Montreal,45.473148,-73.582027
Condominium,284700,1080,290800,242100,148.7,147.8,27,4150 St-Ambroise #404 Montreal,2012,455000,428000,20120227,2,1,2,146.7,246000,,148.2,450,295900,360000,148.1,162.8,South-West Montreal,45.474283,-73.581028
Condominium,280200,1118,282200,235900,147.8,146.3,25,1967 rue Centre #203 Montreal,2011,,,20110225,2,1,2,144.5,244500,,144.4,39,292900,354600,145.8,158,South-West Montreal,45.482196,-73.563536
Condominium,284100,1405,269500,239600,149.8,148.2,26,115 rue Saint-Marguerite  App. 1 Montreal,2011,399999,400000,20110626,3,2,6,146.3,247800,,146.7,180,296700,359000,147.8,150.9,South-West Montreal,45.440133,-73.680105
Condominium,277200,926,285600,232600,146,144.7,21,5170 Rue St-Ambroise App.4 Montreal,2011,230000,220000,20110121,2,1,1,143.1,241500,,142.4,28,289600,351100,144.2,159.9,South-West Montreal,45.468104,-73.591998
Condominium,281000,1040,284700,239800,146.9,145.8,10,"58, rue Sainte-Marguerite #201 Montreal",2011,389000,380000,20111210,2,1,12,144.4,243000,,146.8,330,291900,354300,146.2,159.4,South-West Montreal,45.473182,-73.582149
Condominium,277200,699,285600,232600,146,144.7,17,790 Rose-de-Lima #248 Montreal,2011,,,20110117,1,1,1,143.1,241500,,142.4,4,289600,351100,144.2,159.9,South-West Montreal,45.48199,-73.584795
Condominium,284100,530,278800,238500,149.8,148.4,2,01223 rue Charlevoix  Unit•À_ 208 Montreal,2011,189000,183000,20110402,1,1,4,146.8,247800,,146,72,297100,360200,147.8,156.1,South-West Montreal,45.501689,-73.567256
Condominium,284500,800,281300,240300,150.1,148.3,12,4150 St-Ambroise app 415 Montreal,2011,294000,267500,20110712,1,1,7,146.1,248300,,147.1,120,296900,358500,148,157.5,South-West Montreal,45.474283,-73.581028
Condominium,284500,1085,278100,239300,149.8,148.6,10,4200 rue St-Ambroise  Appt. 105 Montreal,2011,379000,379000,20110510,2,1,5,147.1,247800,,146.5,90,297500,361000,148,155.7,South-West Montreal,45.474261,-73.581169
Condominium,282900,1330,281500,237500,149,147.8,20,201-2399 Duvernay Montreal,2011,435000,435000,20110320,2,1,3,146.3,246500,,145.4,21,295900,359000,147.2,157.6,South-West Montreal,45.482999,-73.573572
Condominium,282900,721,281500,237500,149,147.8,20,6535 rue Laurendeau  Appt. 2 Montreal,2011,,,20110320,2,1,3,146.3,246500,,145.4,15,295900,359000,147.2,157.6,South-West Montreal,45.454051,-73.589498
Condominium,282900,1033,281500,237500,149,147.8,30,"1790, rue du Canal Montreal",2011,379000,363000,20110330,1,1,3,146.3,246500,,145.4,44,295900,359000,147.2,157.6,South-West Montreal,45.485043,-73.565743
Condominium,284700,1100,290800,242100,148.7,147.8,22,108 Vinet Montreal,2012,,,20120222,2,1,2,146.7,246000,,148.2,360,295900,360000,148.1,162.8,South-West Montreal,45.481819,-73.572678
Condominium,284500,1076,278100,239300,149.8,148.6,19,6019 Hamilton app 5 Montreal,2011,289000,276000,20110519,3,1,5,147.1,247800,,146.5,82,297500,361000,148,155.7,South-West Montreal,45.458174,-73.598106
Condominium,282900,1495,281500,237500,149,147.8,6,"2400 Ste-Cun•À_gonde apt. 501 Montreal, Quebec Montreal",2011,649500,635000,20110306,3,2,3,146.3,246500,,145.4,2,295900,359000,147.2,157.6,South-West Montreal,45.482308,-73.572603
Condominium,284700,715,285600,241700,149.2,148,28,2493 Duvernay #1 Montreal,2011,233000,229000,20110828,2,1,8,146.6,246800,407,148,150,296300,359700,148.1,159.9,South-West Montreal,45.482422,-73.574467
Condominium,284100,1430,278800,238500,149.8,148.4,5,2324 Duvernay Montreal,2011,479000,442500,20110405,1,2,4,146.8,247800,,146,25,297100,360200,147.8,156.1,South-West Montreal,45.483361,-73.572684
Condominium,284500,800,281300,240300,150.1,148.3,20,2420 rue Knox  Apt. 302 Montreal,2011,279000,277500,20110720,1,1,7,146.1,248300,,147.1,120,296900,358500,148,157.5,South-West Montreal,45.477376,-73.563951
Condominium,284100,939,269500,239600,149.8,148.2,16,"6-5160, rue Saint-Ambroise Montreal",2011,249000,233100,20110616,2,1,6,146.3,247800,49,146.7,85,296700,359000,147.8,150.9,South-West Montreal,45.468088,-73.591993
Condominium,282900,805,281500,237500,149,147.8,27,2260 Notre-Dame O app1 Montreal,2011,209000,211000,20110327,1,1,3,146.3,246500,,145.4,4,295900,359000,147.2,157.6,South-West Montreal,45.484461,-73.572462
Condominium,284500,840,278100,239300,149.8,148.6,19,5190-4 St-Ambroise Montreal,2011,235000,230000,20110519,2,1,5,147.1,247800,,146.5,39,297500,361000,148,155.7,South-West Montreal,45.467905,-73.592403
Condominium,284100,1260,278800,238500,149.8,148.4,30,"2214, Rue Duvernay Montreal",2011,374900,370000,20110430,2,1,4,146.8,247800,,146,20,297100,360200,147.8,156.1,South-West Montreal,45.48405,-73.57142
Condominium,283100,1000,288100,241600,148.3,146.9,11,11 Charlevoix app 209 Montreal,2012,429000,410000,20120111,1,1,1,145.2,245300,,147.9,270,294100,356300,147.3,161.3,South-West Montreal,45.480948,-73.573306
Condominium,284100,1250,278800,238500,149.8,148.4,25,"2687 Rufus-Rockhead, Apt 6 Montreal",2011,449000,455000,20110425,2,2,4,146.8,247800,614,146,11,297100,360200,147.8,156.1,South-West Montreal,45.480489,-73.574638
Condominium,286000,1119,287800,243500,149.7,148.5,2,"201 - 2455, rue Ste-Cun•À_gonde Montreal",2011,449000,425000,20111002,2,1,10,147,247600,,149.1,90,297300,360700,148.8,161.1,South-West Montreal,45.482197,-73.573091
Condominium,284500,950,278100,239300,149.8,148.6,14,1601 rue Notre-Dame Ouest #102 Montreal,2011,289000,283000,20110514,2,1,5,147.1,247800,,146.5,17,297500,361000,148,155.7,South-West Montreal,45.489935,-73.567591
Condominium,290600,1168,292200,245700,152.6,151.4,27,"2515, Rue Jolicoeur, Apt 202 Montreal",2012,299000,299000,20120427,3,2,4,150,252400,,150.4,330,303100,368100,151.2,163.6,South-West Montreal,45.456821,-73.596495
Condominium,285200,1400,284700,243000,149.3,148,16,"6035 Hamilton, app 5 Montreal",2011,299000,290000,20110916,3,1,9,146.6,247000,890,148.8,120,296300,359700,148.4,159.4,South-West Montreal,45.457974,-73.598029
Condominium,294700,1005,306900,247900,154.7,153.8,1,"1533, rue Le Caron Montreal",2013,,,20130301,2,1,3,152.8,255900,,151.8,270,307900,374900,153.3,171.8,South-West Montreal,45.461773,-73.583907
Condominium,284100,1280,269500,239600,149.8,148.2,15,1588 Rue du Centre Montreal,2011,289000,285000,20110615,2,1,6,146.3,247800,,146.7,36,296700,359000,147.8,150.9,South-West Montreal,45.484586,-73.559143
Condominium,284500,928,281300,240300,150.1,148.3,4,5200 Saint-Ambroise #8 Montreal,2011,247500,245000,20110704,2,1,7,146.1,248300,484,147.1,37,296900,358500,148,157.5,South-West Montreal,45.46791,-73.592509
Condominium,284500,1230,281300,240300,150.1,148.3,22,6765 De la Verendrye App1 Montreal,2011,219000,205000,20110722,2,1,7,146.1,248300,710,147.1,67,296900,358500,148,157.5,South-West Montreal,45.451857,-73.585924
Condominium,284100,1106,269500,239600,149.8,148.2,6,939 Laporte Montreal,2011,309000,302000,20110606,3,1,6,146.3,247800,2100,146.7,17,296700,359000,147.8,150.9,South-West Montreal,45.480905,-73.587166
Condominium,284700,900,285600,241700,149.2,148,12,437 Rue De La Congregation Montreal,2011,219000,211000,20110812,2,1,8,146.6,246800,703,148,77,296300,359700,148.1,159.9,South-West Montreal,45.481388,-73.554811
Condominium,284500,960,281300,240300,150.1,148.3,7,1850 Rue Mullins #2 Montreal,2011,230000,222000,20110707,2,1,7,146.1,248300,,147.1,44,296900,358500,148,157.5,South-West Montreal,45.481085,-73.561114
Condominium,288900,1285,288500,244500,151.5,150.5,3,312-4300 St-Ambroise Montreal,2012,629000,600000,20120303,2,1,3,149.3,250600,,149.7,270,301300,366400,150.3,161.5,South-West Montreal,45.473731,-73.582071
Condominium,284900,700,286700,242700,148.9,147.8,30,4030 Notre-Dame Ouest Apt. 104 Montreal,2011,240000,230000,20111130,2,1,11,146.6,246300,4032,148.6,150,295900,359700,148.2,160.5,South-West Montreal,45.477611,-73.58443
Condominium,284700,737,285600,241700,149.2,148,17,6555 Laurendeau app.6 Montreal,2011,232500,225000,20110817,2,1,8,146.6,246800,627,148,63,296300,359700,148.1,159.9,South-West Montreal,45.45383,-73.58951
Condominium,284100,800,269500,239600,149.8,148.2,12,"4300, St-Ambroise 322 Montreal",2011,279000,270000,20110612,1,1,6,146.3,247800,,146.7,4,296700,359000,147.8,150.9,South-West Montreal,45.473731,-73.582071
Condominium,286000,910,287800,243500,149.7,148.5,5,6021 Rue Hamilton Montreal,2011,210000,195000,20111005,2,1,10,147,247600,,149.1,90,297300,360700,148.8,161.1,South-West Montreal,45.458147,-73.598096
Condominium,284100,928,269500,239600,149.8,148.2,15,5230 Rue St-Ambroise #6 Montreal,2011,239900,236500,20110615,2,1,6,146.3,247800,,146.7,6,296700,359000,147.8,150.9,South-West Montreal,45.467804,-73.593111
Condominium,284500,850,281300,240300,150.1,148.3,11,624 St-Philippe app. 7 Montreal,2011,269000,262000,20110711,2,1,7,146.1,248300,,147.1,29,296900,358500,148,157.5,South-West Montreal,45.476501,-73.587323
Condominium,283100,1148,288100,241600,148.3,146.9,16,1977 Rue Centre apt: 402 Montreal,2012,,,20120116,1,1,1,145.2,245300,,147.9,180,294100,356300,147.3,161.3,South-West Montreal,45.482097,-73.563687
Condominium,290600,1109,292200,245700,152.6,151.4,13,755 Rue Charlevoix Montreal,2012,399000,381500,20120413,2,1,4,150,252400,,150.4,270,303100,368100,151.2,163.6,South-West Montreal,45.475382,-73.563746
Condominium,285200,1033,284700,243000,149.3,148,2,"4-2100, rue St-Jacques Montreal",2011,268000,260000,20110902,2,1,9,146.6,247000,,148.8,55,296300,359700,148.4,159.4,South-West Montreal,45.487223,-73.573615
Condominium,284500,885,281300,240300,150.1,148.3,7,2381 Knox Montreal,2011,209750,205000,20110707,2,1,7,146.1,248300,,147.1,8,296900,358500,148,157.5,South-West Montreal,45.477916,-73.563767
Condominium,284700,950,285600,241700,149.2,148,9,2354 Workman Montreal,2011,,,20110809,2,1,8,146.6,246800,850,148,28,296300,359700,148.1,159.9,South-West Montreal,45.484331,-73.574253
