,MlsNumber,LivingArea,MunicipalTax,SchoolTax,LotAssessment,BuildingAssessment,Area
1401,16393159,,6688.0,628.00,164000.0,197500.0,2417.57194
1402,26837879,,3366.0,749.00,,,2240.0
1403,27106539,,1.0,1.00,,,22465.0
1404,22209195,,2599.0,400.00,,,2247.5
1405,9186805,1250.0,2437.0,483.00,,,2249.0
1406,13466341,,10240.0,1518.00,,,2249.0
1407,12143063,,2200.0,730.00,77300.0,166300.0,2249.0
1408,15936619,,2747.0,537.00,,,2250.0
1409,10716843,,3406.0,721.00,,,2250.0
1410,25448081,1630.0,7454.0,1320.00,,,2250.0
1411,21933032,1630.0,7454.0,1320.00,,,2250.0
1412,28899860,1630.0,7454.0,1320.00,,,2250.0
1413,28290807,2340.0,,,,,2250.0
1414,22943147,1261.0,1.0,1.00,175600.0,573200.0,2250.0
1415,23961842,,3900.0,729.00,83600.0,308600.0,2250.0
1416,8529438,,4239.0,513.00,,,22500.0
1417,8608193,,6759.0,1270.00,,,2252.5
1418,25240016,,3936.0,1.00,,,2254.0
1419,24537399,,2925.0,603.00,100600.0,253500.0,2254.0
1420,21119666,,5740.0,1231.00,190200.0,517400.0,22565.0
1421,20554805,,4499.0,953.00,155500.0,409500.0,2263.0
1422,28067922,,2941.0,607.00,,,2267.0
1423,27705934,2174.0,4219.0,890.00,96900.0,400200.0,2267.0
1424,13152529,,3680.0,636.00,,,2268.0
1425,11025313,,2743.0,610.00,,,2444.051134
1426,17340056,,2990.0,639.00,,,2446.63447
1427,16485912,1242.0,4035.0,869.00,,,2271.0
1428,11722479,,43243.0,2289.00,561400.0,549400.0,227601.0
1429,17323194,,5695.0,1152.00,,,2277.0
1430,23246477,,3601.0,744.00,128100.0,323000.0,228.8
1431,19839250,,2763.0,615.00,,,2281.0
1432,14291548,1345.3,,,,,2282.0
1433,21827714,1118.0,,,,,2282.0
1434,13397509,2005.1,3006.0,632.00,74200.0,278200.0,2287.0
1435,27867105,,8405.0,1805.00,321300.0,774200.0,2470.3150499999997
1436,25908774,,3162.0,679.00,385900.0,39000.0,2472.4678299999996
1437,11328677,1270.1402,2856.0,605.00,,,2474.62061
1438,14670757,,3424.0,704.00,,,2295.0
1439,12767799,,4877.0,1290.00,,,23000.0
1440,28947847,7625.0,18700.0,3739.00,,,23422.0
1441,18311112,,1.0,1.00,1.0,1.0,23900.0
1442,9163443,,3483.0,698.00,,,2477.8497799999996
1443,18255587,,5000.0,1080.00,298800.0,398300.0,2308.0
1444,10230562,,3135.0,664.00,,,2491.84285
1445,24601183,,1235.0,255.00,118000.0,315500.0,2310.0
1446,13140210,1043.02191,2256.0,455.00,,,2317.0
1447,11391222,,53294.0,7000.00,1031500.0,753400.0,24950.7202
1448,16087758,,3700.0,807.00,178400.0,316600.0,2499.915775
1449,22666402,997.81353,2361.0,484.00,,,2500.45397
1450,21261736,1767.4323799999997,2750.0,593.00,,,2500.45397
1451,18187799,,2676.0,553.00,,,232.3
1452,26133589,1999.93262,3298.0,699.00,166100.0,243700.0,2500.45397
1453,23161273,,3239.0,670.00,,,2500.45397
1454,21409791,,2.0,2.00,51200.0,225600.0,2501.5303599999997
1455,20393588,2240.0,3544.0,788.00,,,2321.0
1456,18294715,2477.0,3375.0,715.00,,,2322.0
1457,14671400,,3184.0,354.00,,,2324.0
1458,16767191,,2334.0,484.00,,,2325.0
1459,22503446,,2892.0,644.00,,,2325.0
1460,27431293,,,,,,25038.984179999996
1461,21786596,6375.0,27469.0,1540.00,332500.0,615900.0,2330.0
1462,10120032,,1335.0,283.00,130000.0,355600.0,2330.6
1463,16470640,,25333.0,1808.00,,,2333.0
1464,16546759,,3340.0,710.00,,,2335.0
1465,17532485,,2907.0,615.00,,,2336.0
1466,11837545,,3091.0,656.00,,,2337.0
1467,27060955,2250.0,3325.0,761.00,,,2337.0
1468,11504658,,3530.0,730.00,,,2337.0
1469,18940685,,4465.0,857.00,,,2518.7526
1470,26292409,,5116.0,1057.00,,,2519.290795
1471,22716587,1378.0,3867.0,799.00,,,2340.0
1472,18514750,,4053.0,1592.00,,,2340.0
1473,23159487,2268.0,4361.0,745.00,,,2343.0
1474,22647049,936.0,1546.0,319.00,,,2349.0
1475,12081513,,5043.0,1056.00,197400.0,443900.0,2529.5164999999997
1476,26315702,,3067.0,603.00,149000.0,188300.0,2532.7456700000002
1477,26449505,,1909.0,334.00,,,2534.2526159999998
1478,26807191,1850.0,4023.0,864.00,123800.0,322800.0,2537.697064
1479,9160069,1400.0,1817.0,384.00,156100.0,69900.0,2350.0
1480,20732730,2426.0,2906.0,617.00,,,2351.0
1481,26092782,1153.0,1239.0,267.00,,,2353.0
1482,10782647,,3663.0,719.00,125900.0,300000.0,2356.0
1483,24334669,1894.4463999999998,8250.0,1820.00,348200.0,754500.0,2549.96791
1484,13748309,,2069.0,418.00,,,2364.0
1485,14123884,,9366.0,958.00,,,23646.0
1486,16669886,,4040.0,855.00,83600.0,334600.0,2369.0
1487,11689547,,4099.0,842.00,110100.0,345000.0,2369.3
1488,14607497,1676.0,2412.0,458.00,73800.0,164600.0,2560.947088
1489,10094386,1440.0,3139.0,675.00,,,2374.5
1490,16651412,1892.0,13333.0,686.00,,,2374.5
1491,22955112,1892.0,13333.0,686.00,,,2374.5
1492,16619347,950.0,1611.0,330.00,,,2378.0
1493,16878153,,2990.0,665.00,,,2378.0
1494,24145383,,2448.0,494.00,65500.0,219400.0,2562.8845899999997
1495,22794950,,3392.0,701.00,,,2566.11376
1496,25826192,2240.0,3194.0,711.00,,,2380.0
1497,9425001,1892.0,2768.0,598.00,133000.0,235500.0,2385.0
1498,9939677,,2778.0,574.00,88800.0,261200.0,2389.0
1499,9990986,4171.441806,4755.0,984.00,143600.0,454700.0,2574.509602
1500,18158727,,25003.0,1290.00,178000.0,584300.0,2394.0
1501,25850419,1152.0,3507.0,671.00,,,258.3336
1502,22754971,2708.0,3517.0,876.00,,,24247.0
1503,23989296,,7572.0,1960.00,,,24588.0
1504,13090395,911.7,3173.0,680.00,,,24750.54
1505,23913081,,,,,,24958.0
1506,10227699,1482.0,30982.0,1717.00,350500.0,637600.0,706.4135
1507,10913469,1482.0,,,,,706.4135
1508,17235071,,,,,,2590.8707299999996
1509,19542690,,2774.0,738.00,,,2400.0
1510,9432466,,3573.0,696.00,,,2400.0
1511,20850424,,3745.0,806.00,,,2400.0
1512,26751285,,6430.0,1291.00,,,2400.0
1513,14541623,,2389.0,470.00,55900.0,206900.0,2400.0
1514,27067747,,3822.0,795.00,,,2402.0
1515,26251484,,4894.0,1049.00,,,2596.2526799999996
1516,12971687,,1837.0,375.00,81300.0,139100.0,2410.0
1517,22678140,,1509.0,313.00,89700.0,75900.0,2412.0
1518,27338862,,9063.0,1873.00,,,2413.0
1519,16897134,3355.0,28496.0,1516.00,,,2424.0
1520,11304857,,260.0,72.00,,,2426.0
1521,22988961,,5004.0,733.00,297400.0,119800.0,26151.971439999998
1522,22365887,,2889.0,604.00,,,2617.78048
1523,10271763,,1604.0,320.00,,,2618.85687
1524,11989951,,2593.0,430.00,,,2625.3152099999998
1525,17741340,,3328.0,705.00,,,2625.3152099999998
1526,9944975,,4086.0,865.00,,,2625.3152099999998
1527,15922242,1990.0,3579.0,740.00,,,2430.0
1528,25208375,2218.0,3860.0,798.00,,,2433.0
1529,26922941,1400.0,1958.0,340.00,,,2436.0
1530,10835133,,3703.0,766.00,,,2626.3916
1531,20943292,,4932.0,1037.00,,,2442.0
1532,21985071,,2240.0,425.00,90800.0,129800.0,2641.46106
1533,28052496,,3961.0,950.00,151100.0,338900.0,2644.6902299999997
1534,16969743,,3775.0,788.00,,,2646.84301
1535,12632569,,2707.0,573.00,,,2450.0
1536,28275262,,3275.0,689.00,,,2450.0
1537,20140451,,3306.0,735.00,,,2460.0
1538,17607027,1738.0,2309.0,475.00,,,2464.0
1539,18056776,4125.0,3962.0,707.00,,,2466.0
1540,20423088,935.0,887.0,195.00,224700.0,491900.0,2466.0
1541,14006363,992.0,943.0,207.00,224700.0,491900.0,2466.0
1542,9104515,2800.0,1870.0,411.00,224700.0,491900.0,2466.0
1543,17965046,,5810.0,415.00,133100.0,119900.0,2470.0
1544,10568220,,3341.0,743.00,,,2472.0
1545,21842574,,3957.0,565.00,115000.0,191900.0,2474.0
1546,14259734,,3715.0,752.00,48500.0,386300.0,2678.05832
1547,22211902,2466.0,6166.0,1275.00,,,2488.0
1548,15792793,,5912.0,1273.00,149600.0,608700.0,2683.009714
1549,22721973,,5965.0,1180.00,87400.0,605100.0,2688.82222
1550,19116082,,23000.0,5000.00,,,25626.0
1551,18677934,,6777.0,1441.00,,,25845.44
1552,13826198,1854.44,14300.0,752.00,57700.0,381800.0,2082.36
1553,12363858,,1292.0,252.00,,,2500.0
1554,14886381,1405.0,2918.0,594.00,,,2500.0
1555,25725211,,3105.0,631.00,,,2500.0
1556,13073391,1062.0,3236.0,669.00,,,2500.0
1557,22188472,,4822.0,947.00,,,2500.0
1558,24641154,,22858.0,1686.00,,,2500.0
1559,10159505,,,,,,2500.0
1560,17689870,,,,,,2500.0
1561,9425290,,,,,,2500.0
1562,18108841,,5703.0,1170.00,356600.0,386700.0,2500.0
1563,27622642,,2780.0,584.00,73200.0,249900.0,2500.0
1564,17702695,1900.0,2800.0,579.00,139400.0,197100.0,2500.0
1565,19181587,,4956.0,580.00,,,2501.5
1566,21022482,,1861.0,325.00,,,2512.0
1567,19417017,1500.0,2246.0,465.00,,,2514.0
1568,16994782,,4342.0,942.00,147700.0,343500.0,2712.5027999999998
1569,11151675,,,,,,2722.19031
1570,13423909,,,,,,2722.19031
1571,18720645,,,,,,2722.19031
1572,9185560,,6691.0,2876.00,,,2520.0
1573,14289166,,3744.0,787.00,108600.0,316400.0,2520.0
1574,12277550,,77401.0,3938.00,565200.0,1744200.0,2521.0
1575,17553507,5922.0,7012.0,1418.00,141800.0,699500.0,2527.0
1576,28653934,1088.0,1896.0,373.00,54300.0,157700.0,2533.0
1577,9376423,1898.0,4110.0,600.00,164500.0,351500.0,2742.64172
1578,16830748,,5156.0,672.00,242700.0,164000.0,2744.7945
1579,16709934,,,,,,2550.0
1580,9282457,,3451.0,713.00,130300.0,280100.0,2550.0
1581,28453942,2220.5925700000003,3812.0,921.00,192000.0,351500.0,2755.8813169999994
1582,22247064,,6878.0,1111.00,,,2757.71118
1583,28901276,,3120.0,668.00,107700.0,292500.0,2762.01674
1584,17157977,1228.0,2213.0,435.00,73600.0,165800.0,2762.01674
1585,16438071,,4166.0,861.00,119100.0,365700.0,2563.0
1586,15987730,,3997.0,857.00,146800.0,377000.0,2772.78064
1587,15172030,,10318.0,2266.00,,,2784.6209299999996
1588,10106278,,21192.0,2005.00,,,2580.0
1589,17214571,,4080.0,878.00,,,2787.8501
1590,23282269,,5033.0,955.00,,,2790.0028799999995
1591,21773031,2150.0,8616.0,1196.00,162000.0,543600.0,2790.0028799999995
1592,9967645,,4138.0,878.00,117400.0,374300.0,2795.169552
1593,12730820,,3539.0,672.00,94900.0,264100.0,2590.0
1594,27915161,,7079.0,1391.00,577900.0,200800.0,25900.0
1595,9935501,,2759.0,690.00,,,2592.0
1596,13601303,,4097.0,788.00,96400.0,381600.0,2592.0
1597,28832352,3548.0,1.0,1.00,,,2599.0
1598,15047608,,1643.0,512.00,141200.0,126100.0,1900.0
1599,22292791,,1867.0,399.00,,,26522.28
1600,18282729,5000.0,14930.0,1710.00,259600.0,1436300.0,26610.0
1601,28918395,1519.0,1930.0,450.00,,,2801.6278919999995
1602,18961389,2361.0,8748.0,1776.00,,,2600.0
1603,19964885,,5329.0,1123.00,,,2603.0
1604,15322587,,4260.0,908.00,,,2812.499431
1605,22031629,,2861.0,493.00,,,2812.60707
1606,15135878,,2889.0,474.00,,,2812.60707
1607,20326434,,2500.0,556.00,,,2815.83624
1608,11110124,,2405.0,497.00,,,2625.0
1609,20969814,,2409.0,550.00,,,2625.0
1610,18661546,,2920.0,604.00,,,2625.0
1611,22436466,,4415.0,907.00,,,2625.0
1612,18272027,,2340.0,497.00,154900.0,142500.0,2625.0
1613,21798966,2350.0,4778.0,1012.00,,,2627.0
1614,28242083,,3034.0,610.00,,,2629.0
1615,21704335,,4409.0,856.00,,,2843.8223799999996
1616,23887530,1687.77952,2730.0,590.00,160400.0,156800.0,2849.2043299999996
1617,16290884,,3527.0,684.00,37300.0,338800.0,2849.742525
1618,21995477,,3300.0,638.00,92800.0,302800.0,2641.0
1619,13252221,,4872.0,1004.00,,,2642.36
1620,26327343,2430.0,3490.0,712.00,95900.0,314700.0,2645.0
1621,23164627,,3956.0,753.00,,,2859.96823
1622,12194360,,3008.0,615.00,,,2668.0
1623,28540777,,7239.0,1588.00,364700.0,835300.0,2669.0
1624,17714129,,6347.0,1031.00,,,2873.9613
1625,16931922,,8154.0,1685.00,,,2873.9613
1626,28790252,,1898.0,391.00,,,2882.57242
1627,16649800,,3134.0,644.00,,,2673.75
1628,28156375,,2311.0,514.00,,,2678.0
1629,19369394,2238.8912,3680.0,770.00,,,2884.7252
1630,18868841,1230.0,3865.0,793.00,,,2890.10715
1631,12274697,,1.0,1.00,343100.0,,28879.5437
1632,25877906,2610.0,,,,,2687.7
1633,17820511,,4370.0,961.00,,,2689.0
1634,17366720,,4232.0,790.00,107600.0,321200.0,2895.4891
1635,12052824,,6791.0,1462.00,,,2899.7946599999996
1636,25357443,,6643.0,618.00,87800.0,259500.0,2690.0
1637,9537726,,4296.0,885.00,178800.0,332800.0,2691.0
1638,15965566,1430.0,2886.0,642.00,,,2697.44
1639,26419490,5394.0,3110.0,654.00,65200.0,254600.0,2699.0
1640,26353018,1300.0,6079.0,272.00,102200.0,100900.0,1794.0
1641,19049715,,,,,,27351.0
1642,12597611,,3256.0,640.00,154000.0,202200.0,298.267669
1643,18031538,3916.9832099999994,2896.0,730.00,,,2914.86412
1644,16667241,,6280.0,760.00,,,2700.0
1645,10898217,,4409.0,911.00,137900.0,378100.0,2700.0
1646,13809099,,0.0,0.00,,,2707.0
1647,18647231,1475.0,3938.0,836.00,158900.0,339200.0,2717.0
1648,28012379,1350.0,2315.0,494.00,,,2937.4683099999997
1649,24060412,2501.5303599999997,4083.0,828.00,145000.0,395800.0,2945.00304
1650,28297177,,4079.0,858.00,145000.0,368800.0,2945.00304
1651,26350065,670.0,1448.0,308.00,,,273.62
1652,26766861,1177.0,3881.0,847.00,,,2736.0
1653,27068813,2362.0,5306.0,1140.00,,,2743.0
1654,18804363,,3062.0,650.00,,,2744.0
1655,10629868,,6108.0,1311.00,,,2964.3780599999996
1656,11837490,,11633.0,2555.00,,,2965.4544499999997
1657,27452189,,6794.0,1043.00,,,2969.7600099999995
1658,25132539,740.0,2166.0,452.00,26800.0,231500.0,29654.5445
1659,13924759,2200.0,3658.0,787.00,,,2765.0
1660,19377286,1140.0,3536.0,668.00,111200.0,260500.0,2993.44059
1661,25498131,,2399.0,460.00,,,2999.89893
1662,12450381,,5110.0,1102.00,,,2780.0
1663,17665832,,5680.0,1223.00,148800.0,590500.0,2785.0
1664,13860313,,3052.0,550.00,95000.0,243800.0,3008.51005
1665,23791454,,10651.0,2261.00,,,28137.0
1666,10371100,1864.0,6680.0,1415.00,,,28244.5
1667,16234561,6600.0,24891.0,5347.00,,,28567.0
1668,21814983,977.36,2058.0,453.00,,,28858.04
1669,19167679,,2058.0,501.00,,,2800.0
1670,21926092,,2809.0,580.00,,,2800.0
1671,9428556,,2809.0,580.00,,,2800.0
1672,18199873,,2237.0,433.00,128200.0,126100.0,2800.0
1673,22633284,,3224.0,675.00,,,2804.0
1674,25467519,,3339.0,700.00,,,2808.0
1675,13435015,,2700.0,700.00,,,3034.3434099999995
1676,20850103,,2540.0,538.00,152900.0,163000.0,2812.5
1677,11653561,,3993.0,430.00,,,2817.0
1678,13262508,,3691.0,821.00,,,3036.4961900000003
1679,26555857,2720.0,4498.0,930.00,,,3037.5725799999996
1680,9449995,,6165.0,1228.00,,,282.9
1681,19697668,,15188.0,1121.00,,,2820.0
1682,13955266,,2540.0,532.00,71100.0,221600.0,2823.0
1683,18450749,3280.0,3552.0,753.00,173000.0,324000.0,2829.0
1684,23929144,,2555.0,1.00,,,3048.33648
1685,21750744,2830.0,,,,,2830.0
1686,23966662,,4295.0,888.00,,,2834.0
1687,21706076,,3750.0,693.00,105800.0,280400.0,2840.0
1688,16226681,,3807.0,802.00,140100.0,339600.0,2843.0
1689,20110737,,2658.0,465.00,,,3075.2462299999997
1690,20850916,,3676.0,766.00,,,285.9
1691,24046553,1167.0,5479.0,1179.00,,,2850.0
1692,13665795,749.0,3772.0,794.00,,,2855.0
1693,18423676,,15448.0,1134.00,212400.0,460400.0,2858.0
1694,27831573,,15448.0,1134.00,212400.0,460400.0,2858.0
1695,13875160,,14990.0,3098.00,,,3081.70457
1696,22224649,1522.01546,2563.0,504.00,57300.0,229400.0,3083.8573499999998
1697,20662749,,2245.0,404.00,97500.0,191100.0,3088.1629099999996
1698,15260921,,4409.0,964.00,,,2863.0
1699,14626483,1560.0,2776.0,553.00,,,2867.5
1700,16453082,4611.25476,4675.0,886.00,106400.0,400900.0,3095.6976400000003
1701,22173639,,2262.0,458.00,,,2871.0
1702,9028420,,0.0,0.00,560600.0,183400.0,2873.64
1703,13970382,3882.0,4310.0,913.00,,,2875.0
1704,23391601,700.0,2191.0,446.00,100500.0,171400.0,2352.0
1705,20989426,3900.0,11957.0,3427.00,,,29363.0
1706,17144401,,5296.0,1115.00,,,29523.0
1707,24725400,,10790.0,534.00,,,29601.0
1708,22213108,,17584.0,870.00,,,29601.0
1709,10902820,3422.0,7083.0,1398.00,,,29884.0
1710,9593310,,3363.0,461.00,,,2904.0
1711,21964942,1160.0,3667.0,833.00,,,2905.0
1712,20922155,,5709.0,1239.00,,,2906.0
1713,10188725,1280.0,2593.0,480.00,,,2908.0
1714,20804445,1750.0,5677.0,1168.00,247600.0,494600.0,3135.52407
1715,10269505,613.5423,1473.0,309.00,28600.0,156100.0,3136.6004599999997
1716,12177509,5132.22752,4915.0,1198.00,122500.0,457800.0,3139.8296299999997
1717,11397957,1754.5157,3104.0,668.00,153200.0,225000.0,3140.90602
1718,28759328,,3486.0,753.00,,,2912.0
1719,23016374,,4783.0,889.00,,,3144.13519
1720,26037227,,3000.0,599.00,87800.0,258200.0,3149.51714
1721,27642964,,3766.0,708.00,108600.0,278600.0,2920.0
1722,15574694,,4080.0,867.00,139200.0,348300.0,2920.0
1723,16270026,,4633.0,853.00,,,2924.0
1724,27747036,,5544.0,1121.00,,,2925.0
1725,25097559,,4274.0,788.00,136000.0,394000.0,2928.0
1726,18112141,,3100.0,741.00,152500.0,282400.0,3153.8226999999997
1727,26887890,,3544.0,763.00,,,3159.2046499999997
1728,25708205,1280.0,1451.0,299.00,,,2933.2
1729,21095691,,2000.0,475.00,,,2940.0
1730,19993571,,3846.0,886.00,,,2946.0
1731,22859228,1440.0,3025.0,640.00,,,2949.28
1732,28077875,,3361.0,716.00,,,2951.0
1733,16290078,,2328.0,560.00,101500.0,158800.0,2952.0
1734,21491383,,2383.0,468.00,64000.0,198200.0,3187.7289849999997
1735,14713561,,7998.0,1110.00,,,3188.26718
1736,19887599,2480.0,3924.0,833.00,,,2960.0
1737,20598013,,3958.0,824.00,107500.0,351400.0,2965.0
1738,16613503,,2241.0,473.00,,,3199.0310799999997
1739,25491632,,3928.0,832.00,193600.0,277200.0,3206.5658099999996
1740,25411053,1575.0,3389.0,727.00,,,2970.0
1741,25424113,1320.0,2968.0,625.00,,,2987.0
1742,19361310,2320.0,3732.0,816.00,,,2988.0
1743,9076263,,9396.0,1163.00,187000.0,485400.0,3220.5588799999996
1744,10872396,,2981.0,595.00,80900.0,251600.0,3223.7880499999997
1745,16773479,,4528.0,932.00,,,3224.8644400000003
1746,9036236,,3874.0,861.00,,,2995.0
1747,12264990,3.0,1611.0,330.00,,,3.0
1748,12633213,,2724.0,535.00,,,3000.0
1749,21108550,,3462.0,603.00,,,3000.0
1750,15672686,1045.0,3632.0,800.00,,,3000.0
1751,13558313,2760.0,3648.0,714.00,,,3000.0
1752,12763502,,3917.0,816.00,,,3000.0
1753,14149305,,4244.0,878.00,,,3000.0
1754,12713648,,4261.0,887.00,,,3000.0
1755,17494370,,4306.0,524.00,,,3000.0
1756,10951838,,4704.0,1012.00,,,3000.0
1757,10268139,,5479.0,1038.00,,,3000.0
1758,10816431,,12420.0,2567.00,,,3000.0
1759,8630154,1312.0,,,,,3000.0
1760,8630185,1312.0,,,,,3000.0
1761,15700288,,4119.0,874.00,,,3006.36
1762,17635980,,3271.0,504.00,,,3007.5
1763,12034088,,3378.0,628.00,,,3013.0
1764,21951950,1575.0,3463.0,715.00,,,3013.89
1765,25059716,,3323.0,653.00,,,3017.0
1766,17861451,,4635.0,1108.00,,,3021.4
1767,27840984,,3588.0,760.00,,,3025.0
1768,12426749,539.0,826.0,200.00,,,3032.0
1769,13342052,1631.0,1998.0,398.00,,,3032.0
1770,24872360,,3419.0,704.00,,,3039.73
1771,21157228,,3990.0,809.00,,,3040.0
1772,21052625,,3064.0,602.00,,,3046.19
1773,17780658,,7894.0,722.00,,,3048.0
1774,10825040,,4188.0,835.00,,,3050.49
1775,18905409,,4831.0,999.00,,,3060.0
1776,25205104,,3743.0,795.00,,,3060.18
1777,16678308,,2025.0,398.00,,,3061.0
1778,9836098,,4355.0,914.00,,,3070.0
1779,27912439,,5288.0,1138.00,,,3070.94
1780,20276088,,3615.0,732.00,,,3076.0
1781,9867945,4950.0,3652.0,727.00,229400.0,232900.0,3078.0
1782,23029692,,1.0,909.00,,,3078.4
1783,16111734,,2371.0,503.00,,,3080.63
1784,23215472,,3044.0,630.00,,,3083.9
1785,16336071,2450.19,4165.0,882.00,,,3086.01
1786,18456769,,3394.0,706.00,,,3087.0
1787,28559352,,3849.0,856.00,,,3088.17
1788,16861267,1260.0,3092.0,678.00,,,3100.0
1789,27452105,,4399.0,899.00,,,3102.16
1790,14890462,,3258.0,670.00,,,3109.0
1791,27987802,,3998.0,822.00,,,3112.92
1792,26689959,,3492.0,654.00,,,3120.0
1793,26829786,,,,,,3120.0
1794,24137290,1600.0,1673.0,376.00,60900.0,154200.0,3120.0
1795,10625774,1872.0,3601.0,660.00,,,3131.0
1796,20926583,,3171.0,539.00,,,3133.37
1797,27988941,,1999.0,334.00,,,3134.45
1798,20233286,,3696.0,842.00,,,3145.0
1799,26394605,,4600.0,900.00,,,3145.21
1800,18379538,,3977.0,374.00,,,3146.0
1801,20534607,,3676.0,782.00,,,3149.52
1802,19051363,,3524.0,732.00,,,3149.63
1803,22010009,,1786.0,755.00,,,3150.0
1804,21090412,,4150.0,870.00,,,3150.0
1805,17726252,2790.0,4624.0,982.00,,,3150.0
1806,21948469,,5166.0,1076.00,,,3153.83
1807,16259861,,3356.0,1.00,108700.0,236400.0,3162.5
1808,11129128,,1292.0,518.00,,,3163.51
1809,22011613,,2670.0,525.00,,,3167.0
1810,19734444,,3415.0,631.00,,,3167.82
1811,13591392,,3500.0,660.00,,,3168.0
1812,13364394,,2055.0,897.00,,,3171.0
1813,13668311,,6671.0,1432.00,,,3175.0
1814,26711672,,3018.0,620.00,,,3183.9
1815,27543266,,3200.0,670.00,,,3187.0
1816,20394404,,4358.0,914.00,,,3187.0
1817,28952355,,2465.0,509.00,,,3188.0
1818,15755038,,4365.0,808.00,,,3189.35
1819,24719393,,4319.0,864.00,,,3194.0
1820,28791804,,2690.0,471.00,,,3196.0
1821,23405637,1508.0,2482.0,506.00,,,3198.0
1822,25247269,2100.0,1.0,815.00,,,3200.0
1823,22600592,,4437.0,917.00,,,3200.0
1824,25723545,1142.0,,,,,3200.0
1825,24918892,,4345.0,923.00,,,3200.0
1826,9684659,,4708.0,865.00,,,3204.0
1827,17156796,10.76,4453.0,732.00,,,3207.65
1828,26795240,1136.0,3917.0,746.00,,,3210.0
1829,28160695,,3799.0,831.00,,,3216.26
1830,14057398,,5950.0,1142.00,,,3216.26
1831,12098531,2400.0,4537.0,771.00,,,3217.0
1832,24030876,,4500.0,813.00,,,3224.0
1833,22738696,,3755.0,726.00,,,3228.0
1834,16625646,,6155.0,1097.00,,,3229.17
1835,18460703,,2307.0,488.00,,,3230.0
1836,22809790,,2408.0,501.00,94600.0,167600.0,3230.0
1837,12511186,,5981.0,1287.00,,,3233.48
1838,24632369,,2239.0,453.00,,,3240.0
1839,23991588,,2602.0,511.00,,,3240.0
1840,9456947,,3093.0,657.00,,,3243.0
1841,23252434,,4832.0,1023.00,,,3249.62
1842,22966324,,4592.0,973.00,,,3250.0
1843,19545298,,6280.0,1321.00,,,3250.0
1844,24256234,1248.0,1894.0,379.00,,,3251.0
1845,10050619,1344.0,2015.0,416.00,,,3258.0
1846,9445759,,2261.0,470.00,,,3260.71
1847,9835900,,5104.0,932.00,,,3264.5
1848,26180611,,2873.0,556.00,,,3266.0
1849,14057435,1040.0,2987.0,640.00,,,3267.0
1850,18434746,,3828.0,729.00,,,3267.0
1851,20282343,,3636.0,809.00,,,3270.0
1852,21371391,,2355.0,495.00,,,3274.38
1853,24725462,1275.0,1670.0,345.00,,,3276.0
1854,15448129,,2855.0,750.00,,,3276.53
1855,10764618,3072.02,3740.0,676.00,,,3277.61
1856,12498499,,3517.0,653.00,,,3281.0
1857,23269021,1504.0,2554.0,487.00,74800.0,209800.0,3282.0
1858,26275684,,5216.0,1079.00,,,3284.07
1859,12809871,,3977.0,789.00,,,3285.0
1860,16479568,1247.0,4000.0,900.00,,,3286.0
1861,23074616,,7096.0,1493.00,,,3287.3
1862,17285833,3000.0,4358.0,803.00,,,3289.45
1863,24223068,,3909.0,870.00,,,3292.68
1864,12031518,1230.0,3564.0,659.00,122600.0,249400.0,3299.0
1865,28560574,1016.0,1833.0,349.00,,,3300.0
1866,10439841,,3736.0,734.00,,,3300.0
1867,9451002,,4442.0,943.00,174800.0,356000.0,3301.0
1868,20446734,,2060.0,409.00,,,3302.0
1869,10327101,,4222.0,946.00,,,3302.0
1870,27585061,,2543.0,539.00,,,3304.5
1871,15371845,915.0,1637.0,323.00,,,3307.0
1872,26231891,,2828.0,547.00,,,3308.0
1873,12133370,,4727.0,978.00,,,3311.0
1874,21586511,,26509.0,772.00,,,3311.0
1875,13894327,,3096.0,657.00,,,3312.0
1876,14958496,,3350.0,627.00,,,3323.9
1877,16528437,1222.0,3558.0,586.00,,,3331.0
1878,13845739,,3242.0,637.00,110100.0,254600.0,3336.0
1879,24603075,,3633.0,764.00,,,3337.89
1880,10121613,,4866.0,948.00,152500.0,422000.0,3348.51
1881,12968208,2444.48,4941.0,1017.00,,,3349.73
1882,13396272,,4851.0,970.00,,,3350.0
1883,11102864,1792.0,2408.0,478.00,,,3351.0
1884,15226427,,3995.0,735.00,,,3360.0
1885,15963163,,3400.0,776.00,148400.0,300300.0,3363.0
1886,24659638,,8.0,5.00,,,3364.0
1887,16689162,,3667.0,697.00,,,3373.0
1888,27734557,1953.0,3341.0,708.00,,,3374.0
1889,27832858,,2408.0,458.00,,,3374.49
1890,11651807,,4000.0,742.00,,,3375.0
1891,16868991,,3175.0,672.00,,,3375.56
1892,18172339,1250.0,,,,,3376.64
1893,28278048,1270.0,,,,,3376.64
1894,21567757,,4908.0,1040.00,,,3387.0
1895,24106897,1406.0,2576.0,561.00,148700.0,213900.0,3387.4
1896,24337980,,4405.0,911.00,,,3388.48
1897,22317166,,4054.0,898.00,,,3397.09
1898,25554391,,4365.0,897.00,,,3398.0
1899,10957486,,3562.0,758.00,,,3398.17
1900,9139234,,2535.0,528.00,,,3400.0
1901,22182260,,4443.0,945.00,,,3402.0
1902,11350642,,2894.0,606.00,,,3403.55
1903,21228599,,1.0,1.00,,,3412.16
1904,28843192,801.0,619.0,122.00,,,3415.0
